,Gene stable ID,Transcript stable ID,GO domain,GO term name,GO term accession
681137,ENSG00000127366,ENST00000247883,molecular_function,G protein-coupled receptor activity,GO:0038023
681153,ENSG00000109062,ENST00000583369,molecular_function,protein binding,GO:0005515
681404,ENSG00000002745,ENST00000361301,molecular_function,signaling receptor binding,GO:0005102
681433,ENSG00000203985,ENST00000371362,molecular_function,protein binding,GO:0005515
681733,ENSG00000106479,ENST00000223210,molecular_function,protein dimerization activity,GO:0046983
681784,ENSG00000156218,ENST00000286744,molecular_function,protein binding,GO:0005515
682136,ENSG00000111727,ENST00000229330,molecular_function,protein binding,GO:0005515
682302,ENSG00000135250,ENST00000393651,molecular_function,ATP binding,GO:0005524
682746,ENSG00000166928,ENST00000395005,molecular_function,protein binding,GO:0005515
683009,ENSG00000165156,ENST00000395571,molecular_function,DNA binding,GO:0003676
683156,ENSG00000120324,ENST00000239446,molecular_function,calcium ion binding,GO:0005509
683175,ENSG00000259305,ENST00000357082,molecular_function,protein binding,GO:0005515
683552,ENSG00000140287,ENST00000267845,molecular_function,catalytic activity,GO:0003824
683677,ENSG00000130876,ENST00000253188,molecular_function,transmembrane transporter activity,GO:0022857
683717,ENSG00000085185,ENST00000218147,molecular_function,protein binding,GO:0005515
683732,ENSG00000137709,ENST00000260264,molecular_function,DNA binding,GO:0003676
683898,ENSG00000171435,ENST00000339824,molecular_function,ATP binding,GO:0005524
683940,ENSG00000104549,ENST00000523430,molecular_function,flavin adenine dinucleotide binding,GO:0050660
684008,ENSG00000114670,ENST00000510769,molecular_function,ATP binding,GO:0005524
684288,ENSG00000142227,ENST00000270221,molecular_function,protein binding,GO:0005515
684417,ENSG00000130234,ENST00000679212,molecular_function,metallopeptidase activity,GO:0008237
684992,ENSG00000139726,ENST00000280557,molecular_function,translation initiation factor activity,GO:0008135
685109,ENSG00000140450,ENST00000268042,molecular_function,protein binding,GO:0005515
685142,ENSG00000207761,ENST00000385028,molecular_function,mRNA binding involved in posttranscriptional gene silencing,GO:1903231
685271,ENSG00000207754,ENST00000385021,molecular_function,mRNA binding involved in posttranscriptional gene silencing,GO:1903231
685379,ENSG00000123364,ENST00000243056,molecular_function,DNA binding,GO:0003676
685397,ENSG00000116171,ENST00000371514,molecular_function,"transferase activity, transferring acyl groups",GO:0016746
686104,ENSG00000196507,ENST00000372628,molecular_function,WW domain binding,GO:0050699
686347,ENSG00000142252,ENST00000591607,molecular_function,protein binding,GO:0005515
687241,ENSG00000182378,ENST00000399012,molecular_function,phosphoric diester hydrolase activity,GO:0008081
687277,ENSG00000126432,ENST00000265462,molecular_function,oxidoreductase activity,GO:0016491
687493,ENSG00000103740,ENST00000258873,molecular_function,nucleotide binding,GO:0000166
687672,ENSG00000260027,ENST00000239165,molecular_function,DNA binding,GO:0003676
687704,ENSG00000083123,ENST00000369760,molecular_function,oxidoreductase activity,GO:0016491
687783,ENSG00000161509,ENST00000293190,molecular_function,signaling receptor activity,GO:0038023
687975,ENSG00000176248,ENST00000323927,molecular_function,ubiquitin protein ligase binding,GO:0031625
688005,ENSG00000129535,ENST00000561028,molecular_function,DNA binding,GO:0003676
688274,ENSG00000100889,ENST00000559250,molecular_function,GTP binding,GO:0005525
688990,ENSG00000258417,ENST00000262283,molecular_function,calcium ion binding,GO:0005509
689006,ENSG00000114115,ENST00000672186,molecular_function,lipid binding,GO:0008289
689721,ENSG00000137936,ENST00000370247,molecular_function,guanyl-nucleotide exchange factor activity,GO:0003824
689882,ENSG00000133627,ENST00000377776,molecular_function,nucleotide binding,GO:0000166
690161,ENSG00000167419,ENST00000582328,molecular_function,heme binding,GO:0020037
690280,ENSG00000075188,ENST00000552283,molecular_function,protein binding,GO:0005515
690557,ENSG00000164483,ENST00000368134,molecular_function,protein binding,GO:0005515
690730,ENSG00000089053,ENST00000441917,molecular_function,protein binding,GO:0005515
691003,ENSG00000168065,ENST00000377585,molecular_function,transmembrane transporter activity,GO:0022857
691697,ENSG00000142230,ENST00000594144,molecular_function,ubiquitin-like modifier activating enzyme activity,GO:0008641
691815,ENSG00000091009,ENST00000265271,molecular_function,metal ion binding,GO:0046872
692178,ENSG00000085662,ENST00000285930,molecular_function,oxidoreductase activity,GO:0016491
692280,ENSG00000121858,ENST00000241261,molecular_function,protein binding,GO:0005515
693051,ENSG00000149930,ENST00000308893,molecular_function,ATP binding,GO:0005524
693409,ENSG00000196218,ENST00000355481,molecular_function,protein binding,GO:0005515
693729,ENSG00000110076,ENST00000301894,molecular_function,cell adhesion molecule binding,GO:0050839
694324,ENSG00000122971,ENST00000242592,molecular_function,flavin adenine dinucleotide binding,GO:0050660
694469,ENSG00000122779,ENST00000343526,molecular_function,zinc ion binding,GO:0008270
694600,ENSG00000149929,ENST00000279392,molecular_function,protein binding,GO:0005515
694727,ENSG00000111144,ENST00000228740,molecular_function,zinc ion binding,GO:0008270
694883,ENSG00000148143,ENST00000277225,molecular_function,metal ion binding,GO:0046872
695035,ENSG00000101892,ENST00000218008,molecular_function,protein binding,GO:0005515
695371,ENSG00000176463,ENST00000318445,molecular_function,protein binding,GO:0005515
695727,ENSG00000068831,ENST00000377494,molecular_function,guanyl-nucleotide exchange factor activity,GO:0003824
695888,ENSG00000196453,ENST00000247930,molecular_function,metal ion binding,GO:0046872
695902,ENSG00000158106,ENST00000289013,molecular_function,protein binding,GO:0005515
696014,ENSG00000151466,ENST00000281142,molecular_function,protein C-terminus binding,GO:0008022
696073,ENSG00000106648,ENST00000431418,molecular_function,metal ion binding,GO:0046872
696388,ENSG00000253117,ENST00000254627,molecular_function,calcium ion binding,GO:0005509
696714,ENSG00000166260,ENST00000576370,molecular_function,copper ion binding,GO:0005507
696970,ENSG00000147592,ENST00000522447,molecular_function,RNA binding,GO:0003676
697013,ENSG00000113272,ENST00000231198,molecular_function,magnesium ion binding,GO:0043167
697117,ENSG00000185787,ENST00000426013,molecular_function,protein binding,GO:0005515
697397,ENSG00000100908,ENST00000419198,molecular_function,protein binding,GO:0005515
697503,ENSG00000067167,ENST00000262213,molecular_function,protein binding,GO:0005515
697533,ENSG00000198074,ENST00000359579,molecular_function,oxidoreductase activity,GO:0016491
697571,ENSG00000188641,ENST00000370192,molecular_function,catalytic activity,GO:0003824
697702,ENSG00000155893,ENST00000286353,molecular_function,hydrolase activity,GO:0016787
697847,ENSG00000152684,ENST00000274311,molecular_function,metal ion binding,GO:0046872
697871,ENSG00000108468,ENST00000393408,molecular_function,protein binding,GO:0005515
697960,ENSG00000100911,ENST00000216802,molecular_function,protein binding,GO:0005515
698037,ENSG00000164440,ENST00000358430,molecular_function,syntaxin binding,GO:0019905
698068,ENSG00000167757,ENST00000600362,molecular_function,serine-type endopeptidase activity,GO:0016787
698137,ENSG00000167656,ENST00000301263,molecular_function,protein binding,GO:0005515
698237,ENSG00000091732,ENST00000358303,molecular_function,zinc ion binding,GO:0008270
698367,ENSG00000152822,ENST00000492807,molecular_function,G protein-coupled receptor activity,GO:0038023
698573,ENSG00000171492,ENST00000337338,molecular_function,protein binding,GO:0005515
698637,ENSG00000138640,ENST00000395002,molecular_function,GTPase activator activity,GO:0003824
698678,ENSG00000120137,ENST00000239231,molecular_function,ATP binding,GO:0005524
698713,ENSG00000149926,ENST00000279389,molecular_function,transferase activity,GO:0016740
699139,ENSG00000176049,ENST00000507386,molecular_function,microtubule binding,GO:0008017
699197,ENSG00000082641,ENST00000362042,molecular_function,DNA binding,GO:0003676
699359,ENSG00000079257,ENST00000264265,molecular_function,protein binding,GO:0005515
699373,ENSG00000042832,ENST00000220616,molecular_function,protein binding,GO:0005515
699417,ENSG00000149923,ENST00000279387,molecular_function,hydrolase activity,GO:0016787
699498,ENSG00000164898,ENST00000297534,molecular_function,protein binding,GO:0005515
699531,ENSG00000012124,ENST00000536635,molecular_function,carbohydrate binding,GO:0030246
699797,ENSG00000055732,ENST00000370589,molecular_function,cation channel activity,GO:0005261
700095,ENSG00000068976,ENST00000377432,molecular_function,"1,4-alpha-oligoglucan phosphorylase activity",GO:0016740
700152,ENSG00000106554,ENST00000262570,molecular_function,protein binding,GO:0005515
700178,ENSG00000108671,ENST00000261712,molecular_function,protein binding,GO:0005515
700341,ENSG00000157837,ENST00000353487,molecular_function,aspartic-type endopeptidase activity,GO:0016787
700495,ENSG00000112379,ENST00000251691,molecular_function,guanyl-nucleotide exchange factor activity,GO:0003824
700587,ENSG00000106459,ENST00000454688,molecular_function,DNA-binding transcription factor activity,GO:0003700
700700,ENSG00000168067,ENST00000294066,molecular_function,ATP binding,GO:0005524
700792,ENSG00000127314,ENST00000250559,molecular_function,GTP binding,GO:0005525
701246,ENSG00000136444,ENST00000258955,molecular_function,catalytic activity,GO:0003824
701282,ENSG00000001036,ENST00000002165,molecular_function,alpha-L-fucosidase activity,GO:0016787
701400,ENSG00000108511,ENST00000484302,molecular_function,DNA binding,GO:0003676
701439,ENSG00000072786,ENST00000176763,molecular_function,ATP binding,GO:0005524
701515,ENSG00000102886,ENST00000406256,molecular_function,phosphoric diester hydrolase activity,GO:0008081
701641,ENSG00000151475,ENST00000281154,molecular_function,ATP:ADP antiporter activity,GO:0005471
701718,ENSG00000102882,ENST00000263025,molecular_function,ATP binding,GO:0005524
702310,ENSG00000146477,ENST00000275300,molecular_function,transmembrane transporter activity,GO:0022857
702390,ENSG00000090402,ENST00000264382,molecular_function,"hydrolase activity, hydrolyzing O-glycosyl compounds",GO:0016787
702430,ENSG00000170265,ENST00000610704,molecular_function,metal ion binding,GO:0046872
702462,ENSG00000145911,ENST00000274605,molecular_function,protein binding,GO:0005515
702848,ENSG00000132570,ENST00000254908,molecular_function,4-alpha-hydroxytetrahydrobiopterin dehydratase activity,GO:0008124
702915,ENSG00000138650,ENST00000618019,molecular_function,calcium ion binding,GO:0005509
702969,ENSG00000239998,ENST00000251377,molecular_function,signaling receptor activity,GO:0038023
703037,ENSG00000146966,ENST00000275884,molecular_function,guanyl-nucleotide exchange factor activity,GO:0003824
703096,ENSG00000137845,ENST00000260408,molecular_function,metallopeptidase activity,GO:0008237
703538,ENSG00000164764,ENST00000297354,molecular_function,extracellular matrix structural constituent,GO:0005201
703764,ENSG00000137962,ENST00000552844,molecular_function,GTPase activator activity,GO:0003824
703796,ENSG00000110047,ENST00000320631,molecular_function,protein binding,GO:0005515
703965,ENSG00000198901,ENST00000394249,molecular_function,microtubule binding,GO:0008017
704111,ENSG00000179299,ENST00000381782,molecular_function,methyltransferase activity,GO:0008168
704193,ENSG00000119328,ENST00000322940,molecular_function,actin binding,GO:0008092
704237,ENSG00000105953,ENST00000439616,molecular_function,thiamine pyrophosphate binding,GO:0030976
704504,ENSG00000112029,ENST00000229758,molecular_function,protein binding,GO:0005515
704708,ENSG00000131013,ENST00000253329,molecular_function,peptidyl-prolyl cis-trans isomerase activity,GO:0016853
704938,ENSG00000110046,ENST00000377264,molecular_function,protein binding,GO:0005515
704977,ENSG00000130023,ENST00000366772,molecular_function,molecular_function,GO:0003674
705013,ENSG00000148386,ENST00000619315,molecular_function,small molecule binding,GO:0036094
705044,ENSG00000105321,ENST00000221922,molecular_function,RNA binding,GO:0003676
705093,ENSG00000145736,ENST00000274400,molecular_function,zinc ion binding,GO:0008270
705249,ENSG00000143995,ENST00000560281,molecular_function,DNA binding,GO:0003676
705508,ENSG00000007047,ENST00000587566,molecular_function,ATP binding,GO:0005524
705711,ENSG00000068971,ENST00000526559,molecular_function,protein phosphatase regulator activity,GO:0019888
705768,ENSG00000160932,ENST00000292494,molecular_function,protein binding,GO:0005515
705871,ENSG00000108924,ENST00000226067,molecular_function,DNA binding,GO:0003676
706073,ENSG00000149735,ENST00000279168,molecular_function,hormone activity,GO:0005179
706217,ENSG00000034152,ENST00000342679,molecular_function,ATP binding,GO:0005524
706505,ENSG00000109452,ENST00000513000,molecular_function,"phosphatidylinositol-3,4-bisphosphate 4-phosphatase activity",GO:0016316
706621,ENSG00000168062,ENST00000435842,molecular_function,DNA binding,GO:0003676
707149,ENSG00000213465,ENST00000246747,molecular_function,GTP binding,GO:0005525
707329,ENSG00000172086,ENST00000347055,molecular_function,protein binding,GO:0005515
707334,ENSG00000102879,ENST00000563778,molecular_function,protein binding,GO:0005515
707512,ENSG00000118503,ENST00000420009,molecular_function,thiol-dependent ubiquitin-specific protease activity,GO:0016787
707781,ENSG00000171219,ENST00000342711,molecular_function,ATP binding,GO:0005524
708017,ENSG00000115507,ENST00000366671,molecular_function,DNA binding,GO:0003676
708129,ENSG00000046647,ENST00000380523,molecular_function,protein binding,GO:0005515
708216,ENSG00000176371,ENST00000448803,molecular_function,metal ion binding,GO:0046872
708276,ENSG00000130711,ENST00000253008,molecular_function,protein binding,GO:0005515
708311,ENSG00000079739,ENST00000371084,molecular_function,magnesium ion binding,GO:0043167
708633,ENSG00000244734,ENST00000335295,molecular_function,heme binding,GO:0020037
708792,ENSG00000135973,ENST00000258456,molecular_function,G protein-coupled receptor activity,GO:0038023
708939,ENSG00000144057,ENST00000361686,molecular_function,catalytic activity,GO:0003824
709006,ENSG00000125351,ENST00000276201,molecular_function,nucleic acid binding,GO:0003676
709242,ENSG00000104901,ENST00000221498,molecular_function,co-receptor binding,GO:0039706
709545,ENSG00000116670,ENST00000235310,molecular_function,protein binding,GO:0005515
709681,ENSG00000196565,ENST00000336906,molecular_function,heme binding,GO:0020037
709729,ENSG00000213931,ENST00000396895,molecular_function,heme binding,GO:0020037
709912,ENSG00000104974,ENST00000251372,molecular_function,transmembrane signaling receptor activity,GO:0038023
710031,ENSG00000167355,ENST00000300773,molecular_function,G protein-coupled receptor activity,GO:0038023
710139,ENSG00000213658,ENST00000395461,molecular_function,protein binding,GO:0005515
710436,ENSG00000104856,ENST00000221452,molecular_function,DNA binding,GO:0003676
710602,ENSG00000136014,ENST00000258499,molecular_function,zinc ion binding,GO:0008270
710683,ENSG00000175518,ENST00000380184,molecular_function,protein binding,GO:0005515
710700,ENSG00000170836,ENST00000305921,molecular_function,phosphatase activity,GO:0016791
710832,ENSG00000155858,ENST00000286307,molecular_function,U7 snRNA binding,GO:0071209
710859,ENSG00000109445,ENST00000262990,molecular_function,zinc ion binding,GO:0008270
711175,ENSG00000147655,ENST00000517939,molecular_function,protein binding,GO:0005515
711281,ENSG00000072364,ENST00000265343,molecular_function,protein binding,GO:0005515
711454,ENSG00000147044,ENST00000421587,molecular_function,ATP binding,GO:0005524
711840,ENSG00000189376,ENST00000276704,molecular_function,protein binding,GO:0005515
712142,ENSG00000157703,ENST00000288513,molecular_function,transmembrane transporter activity,GO:0022857
712169,ENSG00000122965,ENST00000545145,molecular_function,nucleic acid binding,GO:0003676
712262,ENSG00000139908,ENST00000339917,molecular_function,ATP binding,GO:0005524
712491,ENSG00000145217,ENST00000398520,molecular_function,secondary active sulfate transmembrane transporter activity,GO:0008271
712915,ENSG00000163071,ENST00000295213,molecular_function,protein binding,GO:0005515
713056,ENSG00000213920,ENST00000396833,molecular_function,phosphatase activity,GO:0016791
713086,ENSG00000136867,ENST00000259392,molecular_function,copper ion transmembrane transporter activity,GO:0005375
713114,ENSG00000086544,ENST00000263370,molecular_function,kinase activity,GO:0016301
713157,ENSG00000157510,ENST00000296721,molecular_function,protein binding,GO:0005515
713174,ENSG00000008018,ENST00000262193,molecular_function,threonine-type endopeptidase activity,GO:0016787
713243,ENSG00000138641,ENST00000402738,molecular_function,ubiquitin-protein transferase activity,GO:0016740
713584,ENSG00000146411,ENST00000275230,molecular_function,transmembrane transporter activity,GO:0022857
713745,ENSG00000129559,ENST00000250495,molecular_function,protein binding,GO:0005515
713905,ENSG00000111981,ENST00000229708,molecular_function,protein binding,GO:0005515
713919,ENSG00000132207,ENST00000345535,molecular_function,metal ion binding,GO:0046872
714000,ENSG00000145817,ENST00000274496,molecular_function,protein binding,GO:0005515
714103,ENSG00000092330,ENST00000267415,molecular_function,protein binding,GO:0005515
714262,ENSG00000111726,ENST00000229329,molecular_function,transferase activity,GO:0016740
714300,ENSG00000059691,ENST00000263985,molecular_function,catalytic activity,GO:0003824
714378,ENSG00000153814,ENST00000427814,molecular_function,transcription corepressor activity,GO:0003712
714475,ENSG00000110917,ENST00000228506,molecular_function,carbohydrate binding,GO:0030246
714525,ENSG00000069702,ENST00000370399,molecular_function,protein binding,GO:0005515
714917,ENSG00000205409,ENST00000329322,molecular_function,G protein-coupled receptor activity,GO:0038023
715015,ENSG00000126233,ENST00000246515,molecular_function,protein binding,GO:0005515
715572,ENSG00000198169,ENST00000292562,molecular_function,metal ion binding,GO:0046872
715586,ENSG00000092295,ENST00000206765,molecular_function,protein-glutamine gamma-glutamyltransferase activity,GO:0016740
715836,ENSG00000005801,ENST00000354599,molecular_function,metal ion binding,GO:0046872
716166,ENSG00000157379,ENST00000288111,molecular_function,oxidoreductase activity,GO:0016491
716180,ENSG00000078177,ENST00000261435,molecular_function,protein binding,GO:0005515
716252,ENSG00000105640,ENST00000222247,molecular_function,structural constituent of ribosome,GO:0003735
716315,ENSG00000155897,ENST00000286355,molecular_function,adenylate cyclase activity,GO:0016829
716443,ENSG00000117461,ENST00000262741,molecular_function,protein binding,GO:0005515
716516,ENSG00000165209,ENST00000496533,molecular_function,RNA binding,GO:0003676
716564,ENSG00000163792,ENST00000296096,molecular_function,protein dimerization activity,GO:0046983
716613,ENSG00000196943,ENST00000267425,molecular_function,RNA binding,GO:0003676
716661,ENSG00000069849,ENST00000286371,molecular_function,protein binding,GO:0005515
716723,ENSG00000163235,ENST00000295400,molecular_function,epidermal growth factor receptor binding,GO:0005154
717217,ENSG00000163106,ENST00000295256,molecular_function,protein binding,GO:0005515
717351,ENSG00000136305,ENST00000554411,molecular_function,protein binding,GO:0005515
717537,ENSG00000084693,ENST00000487078,molecular_function,zinc ion binding,GO:0008270
717999,ENSG00000006283,ENST00000360761,molecular_function,voltage-gated calcium channel activity,GO:0005245
719564,ENSG00000090863,ENST00000205061,molecular_function,signaling receptor binding,GO:0005102
719622,ENSG00000129465,ENST00000216274,molecular_function,ATP binding,GO:0005524
719833,ENSG00000167701,ENST00000528431,molecular_function,catalytic activity,GO:0003824
720733,ENSG00000112499,ENST00000366953,molecular_function,transmembrane transporter activity,GO:0022857
720947,ENSG00000164161,ENST00000296575,molecular_function,catalytic activity,GO:0003824
721030,ENSG00000110042,ENST00000532982,molecular_function,zinc ion binding,GO:0008270
721540,ENSG00000151962,ENST00000514866,molecular_function,nucleic acid binding,GO:0003676
721600,ENSG00000175048,ENST00000414563,molecular_function,palmitoyltransferase activity,GO:0016409
721679,ENSG00000113441,ENST00000231368,molecular_function,zinc ion binding,GO:0008270
721993,ENSG00000103852,ENST00000459771,molecular_function,protein binding,GO:0005515
722168,ENSG00000106018,ENST00000262178,molecular_function,G protein-coupled receptor activity,GO:0038023
722469,ENSG00000112761,ENST00000454589,molecular_function,insulin-like growth factor binding,GO:0005520
723009,ENSG00000132394,ENST00000254730,molecular_function,GTP binding,GO:0005525
723045,ENSG00000186818,ENST00000391736,molecular_function,protein binding,GO:0005515
723087,ENSG00000205609,ENST00000398944,molecular_function,RNA binding,GO:0003676
723257,ENSG00000134201,ENST00000647711,molecular_function,protein binding,GO:0005515
723334,ENSG00000104324,ENST00000220763,molecular_function,metallodipeptidase activity,GO:0070573
723403,ENSG00000225614,ENST00000437464,molecular_function,metal ion binding,GO:0046872
723635,ENSG00000116455,ENST00000235090,molecular_function,protein binding,GO:0005515
724257,ENSG00000118855,ENST00000484166,molecular_function,transmembrane transporter activity,GO:0022857
724363,ENSG00000213366,ENST00000369831,molecular_function,protein binding,GO:0005515
724602,ENSG00000155850,ENST00000286298,molecular_function,secondary active sulfate transmembrane transporter activity,GO:0008271
724670,ENSG00000087116,ENST00000251582,molecular_function,zinc ion binding,GO:0008270
724878,ENSG00000109255,ENST00000511469,molecular_function,neuromedin U receptor binding,GO:0042922
724928,ENSG00000115295,ENST00000401605,molecular_function,protein binding,GO:0005515
724964,ENSG00000139344,ENST00000266736,molecular_function,hydrolase activity,GO:0016787
724984,ENSG00000199023,ENST00000362153,molecular_function,mRNA binding involved in posttranscriptional gene silencing,GO:1903231
725062,ENSG00000131507,ENST00000253814,molecular_function,protein binding,GO:0005515
725167,ENSG00000152818,ENST00000367545,molecular_function,zinc ion binding,GO:0008270
725246,ENSG00000120322,ENST00000239444,molecular_function,calcium ion binding,GO:0005509
725270,ENSG00000164463,ENST00000522692,molecular_function,DNA-binding transcription factor activity,GO:0003700
725343,ENSG00000136986,ENST00000259512,molecular_function,protein binding,GO:0005515
725575,ENSG00000164124,ENST00000505049,molecular_function,carbohydrate transmembrane transporter activity,GO:0015144
725818,ENSG00000284032,ENST00000362111,molecular_function,mRNA binding involved in posttranscriptional gene silencing,GO:1903231
725922,ENSG00000121871,ENST00000475390,molecular_function,protein binding,GO:0005515
725965,ENSG00000099260,ENST00000263174,molecular_function,protein binding,GO:0005515
726018,ENSG00000140534,ENST00000268138,molecular_function,protein binding,GO:0005515
726139,ENSG00000211445,ENST00000388825,molecular_function,glutathione peroxidase activity,GO:0016209
726195,ENSG00000105856,ENST00000468410,molecular_function,protein binding,GO:0005515
726386,ENSG00000066855,ENST00000262146,molecular_function,protein binding,GO:0005515
726477,ENSG00000168811,ENST00000305579,molecular_function,growth factor activity,GO:0008083
726558,ENSG00000177156,ENST00000528070,molecular_function,catalytic activity,GO:0003824
726730,ENSG00000131408,ENST00000593532,molecular_function,zinc ion binding,GO:0008270
727017,ENSG00000111707,ENST00000543473,molecular_function,protein binding,GO:0005515
727043,ENSG00000140577,ENST00000420329,molecular_function,cAMP response element binding protein binding,GO:0008140
727123,ENSG00000162692,ENST00000370119,molecular_function,integrin binding,GO:0005178
727515,ENSG00000064651,ENST00000262461,molecular_function,transmembrane transporter activity,GO:0022857
727718,ENSG00000111049,ENST00000228644,molecular_function,protein dimerization activity,GO:0046983
727822,ENSG00000007541,ENST00000293874,molecular_function,phosphatidylinositol N-acetylglucosaminyltransferase activity,GO:0017176
728143,ENSG00000154415,ENST00000284601,molecular_function,protein binding,GO:0005515
728222,ENSG00000163349,ENST00000426820,molecular_function,ATP binding,GO:0005524
728953,ENSG00000172752,ENST00000312481,molecular_function,protein binding,GO:0005515
728964,ENSG00000267206,ENST00000476567,molecular_function,small molecule binding,GO:0036094
729207,ENSG00000244187,ENST00000290079,molecular_function,protein binding,GO:0005515
729368,ENSG00000213213,ENST00000479371,molecular_function,protein binding,GO:0005515
729825,ENSG00000136603,ENST00000476188,molecular_function,SMAD binding,GO:0046332
730016,ENSG00000077312,ENST00000601545,molecular_function,nucleic acid binding,GO:0003676
730099,ENSG00000196642,ENST00000371671,molecular_function,GTP binding,GO:0005525
730267,ENSG00000113302,ENST00000231228,molecular_function,protein binding,GO:0005515
730372,ENSG00000164169,ENST00000322396,molecular_function,protein binding,GO:0005515
730504,ENSG00000105483,ENST00000651546,molecular_function,CARD domain binding,GO:0050700
730745,ENSG00000166046,ENST00000547153,molecular_function,protein binding,GO:0005515
730758,ENSG00000146385,ENST00000275200,molecular_function,G protein-coupled receptor activity,GO:0038023
730806,ENSG00000170085,ENST00000430704,molecular_function,protein binding,GO:0005515
730914,ENSG00000054148,ENST00000371661,molecular_function,protein histidine phosphatase activity,GO:0101006
731541,ENSG00000109756,ENST00000644474,molecular_function,protein binding,GO:0005515
731695,ENSG00000146414,ENST00000367505,molecular_function,DNA binding,GO:0003676
731816,ENSG00000136048,ENST00000258534,molecular_function,protein binding,GO:0005515
731845,ENSG00000145879,ENST00000274565,molecular_function,protein binding,GO:0005515
731877,ENSG00000139767,ENST00000267260,molecular_function,RNA binding,GO:0003676
731934,ENSG00000169436,ENST00000303045,molecular_function,extracellular matrix structural constituent,GO:0005201
732225,ENSG00000134222,ENST00000369904,molecular_function,protein binding,GO:0005515
732407,ENSG00000107223,ENST00000371649,molecular_function,DNA binding,GO:0003676
732483,ENSG00000115207,ENST00000359541,molecular_function,protein binding,GO:0005515
732521,ENSG00000089280,ENST00000254108,molecular_function,RNA binding,GO:0003676
732615,ENSG00000127324,ENST00000393330,molecular_function,protein binding,GO:0005515
732720,ENSG00000187796,ENST00000371732,molecular_function,protein homodimerization activity,GO:0042803
732813,ENSG00000123384,ENST00000553277,molecular_function,protein binding,GO:0005515
733258,ENSG00000164220,ENST00000296641,molecular_function,G protein-coupled receptor activity,GO:0038023
733426,ENSG00000161021,ENST00000292599,molecular_function,transcription coactivator activity,GO:0003712
733554,ENSG00000157470,ENST00000288228,molecular_function,protein binding,GO:0005515
733590,ENSG00000120742,ENST00000479209,molecular_function,protein binding,GO:0005515
733646,ENSG00000197043,ENST00000522664,molecular_function,calcium ion binding,GO:0005509
734416,ENSG00000137869,ENST00000396402,molecular_function,heme binding,GO:0020037
734668,ENSG00000164694,ENST00000297267,molecular_function,protein binding,GO:0005515
735135,ENSG00000087250,ENST00000561640,molecular_function,metal ion binding,GO:0046872
735238,ENSG00000135638,ENST00000258106,molecular_function,DNA binding,GO:0003676
735280,ENSG00000185615,ENST00000219406,molecular_function,protein disulfide isomerase activity,GO:0016853
735413,ENSG00000171517,ENST00000440886,molecular_function,G protein-coupled receptor activity,GO:0038023
735488,ENSG00000164070,ENST00000508776,molecular_function,nucleotide binding,GO:0000166
735530,ENSG00000158023,ENST00000288912,molecular_function,protein binding,GO:0005515
735566,ENSG00000079616,ENST00000561482,molecular_function,DNA binding,GO:0003676
735736,ENSG00000135272,ENST00000393486,molecular_function,protein binding,GO:0005515
735816,ENSG00000117543,ENST00000370109,molecular_function,methyltransferase activity,GO:0008168
735866,ENSG00000181704,ENST00000374622,molecular_function,protein binding,GO:0005515
735895,ENSG00000164778,ENST00000297375,molecular_function,DNA binding,GO:0003676
735922,ENSG00000105221,ENST00000392038,molecular_function,ATP binding,GO:0005524
736265,ENSG00000065883,ENST00000340829,molecular_function,ATP binding,GO:0005524
736458,ENSG00000196498,ENST00000405201,molecular_function,DNA binding,GO:0003676
736662,ENSG00000164576,ENST00000297109,molecular_function,protein binding,GO:0005515
737047,ENSG00000140519,ENST00000560081,molecular_function,ammonium transmembrane transporter activity,GO:0008519
737379,ENSG00000112303,ENST00000326499,molecular_function,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides",GO:0016811
737775,ENSG00000134243,ENST00000256637,molecular_function,protein binding,GO:0005515
737959,ENSG00000077684,ENST00000511647,molecular_function,metal ion binding,GO:0046872
738184,ENSG00000160131,ENST00000370361,molecular_function,protein binding,GO:0005515
738858,ENSG00000186787,ENST00000275988,molecular_function,protein binding,GO:0005515
739103,ENSG00000158352,ENST00000289292,molecular_function,protein binding,GO:0005515
739208,ENSG00000100567,ENST00000216455,molecular_function,protein binding,GO:0005515
739336,ENSG00000134250,ENST00000256646,molecular_function,protein binding,GO:0005515
739456,ENSG00000113643,ENST00000231572,molecular_function,ATP binding,GO:0005524
740041,ENSG00000147251,ENST00000276204,molecular_function,guanyl-nucleotide exchange factor activity,GO:0003824
740371,ENSG00000123407,ENST00000243103,molecular_function,DNA binding,GO:0003676
740385,ENSG00000146063,ENST00000351937,molecular_function,zinc ion binding,GO:0008270
740441,ENSG00000123338,ENST00000293373,molecular_function,GTPase activator activity,GO:0003824
740565,ENSG00000162643,ENST00000370596,molecular_function,protein binding,GO:0005515
740741,ENSG00000120129,ENST00000239223,molecular_function,phosphatase activity,GO:0016791
740839,ENSG00000074706,ENST00000265198,molecular_function,protein binding,GO:0005515
740876,ENSG00000113212,ENST00000231137,molecular_function,calcium ion binding,GO:0005509
740904,ENSG00000104946,ENST00000221543,molecular_function,GTPase activator activity,GO:0003824
742082,ENSG00000072315,ENST00000262839,molecular_function,protein binding,GO:0005515
742236,ENSG00000166508,ENST00000303887,molecular_function,DNA binding,GO:0003676
742438,ENSG00000176746,ENST00000379034,molecular_function,protein binding,GO:0005515
